province,housing_type,age,floor,m_2,room_number,price
Kadıköy,Daire,21,11,200,4+1,13950000
Kadıköy,Daire,Sıfır Bina,6,130,3+1,7300000
Kadıköy,Daire,30,2,110,3+1,3950000
Kadıköy,Daire,Sıfır Bina,11,390,5+2,25500000
Kadıköy,Daire,26,5,185,4+1,8595000
Kadıköy,Daire,24,11,200,4+1,15950000
Kadıköy,Daire,25,4,160,3+1,7985000
Kadıköy,Daire,40,1,94,2+1,4250000
Kadıköy,Daire,4,9,220,4+1,16950000
Kadıköy,Daire,21,12,150,3+1,5750000
Kadıköy,Daire,35,1,110,2+1,3995000
Kadıköy,Daire,4,2,115,2+1,5800000
Kadıköy,Daire,Sıfır Bina,10,300,4+2,29500000
Kadıköy,Daire,4,5,185,4+1,16950000
Kadıköy,Daire,28,8,98,2+1,3100000
Kadıköy,Daire,8,2,95,2+1,5500000
Kadıköy,Daire,4,1,90,2+1,4725000
Kadıköy,Daire,31,3,105,2+1,3640000
Kadıköy,Daire,4,8,120,2+1,6500000
Kadıköy,Daire,Sıfır Bina,7,130,3+1,7550000
Kadıköy,Daire,50,2,85,2+1,3800000
Kadıköy,Daire,4,6,210,4+1,29000000
Kadıköy,Daire,16,3,360,5+1,38000000
Kadıköy,Daire,31,4,130,3+1,7250000
Kadıköy,Daire,30,4,170,3+1,6650000
Kadıköy,Daire,3,11,260,5+2,10100000
Kadıköy,Daire,Sıfır Bina,8,120,3+1,7400000
Kadıköy,Daire,Sıfır Bina,7,95,2+1,6200000
Kadıköy,Daire,27,3,180,4+1,8750000
Kadıköy,Daire,Sıfır Bina,12,390,6+1,25500000
Kadıköy,Daire,31,1,125,3+1,4500000
Kadıköy,Daire,1,3,150,3+1,14500000
Kadıköy,Daire,3,5,130,3+1,13500000
Kadıköy,Daire,4,18,160,4+1,16000000
Kadıköy,Daire,16,7,200,4+1,12000000
Kadıköy,Daire,16,1,200,3+1,17500000
Kadıköy,Daire,3,3,125,3+1,9150000
Kadıköy,Daire,4,9,260,4+2,17950000
Kadıköy,Daire,3,12,330,5+2,34000000
Kadıköy,Daire,30,10,160,3+1,5985000
Kadıköy,Daire,24,5,230,4+1,20950000
Kadıköy,Daire,Sıfır Bina,12,310,4+2,23500000
Kadıköy,Daire,35,3,105,2+1,5250000
Kadıköy,Daire,28,2,140,3+1,5800000
Kadıköy,Daire,21,1,85,2+1,6350000
Kadıköy,Daire,Sıfır Bina,1,100,2+1,7250000
Kadıköy,Daire,40,2,125,3+1,4000000
Kadıköy,Daire,Sıfır Bina,3,100,2+1,4900000
Kadıköy,Daire,4,4,134,3+1,14750000
Kadıköy,Daire,7,9,260,4+2,19950000
Kadıköy,Daire,4,7,180,4+1,13450000
Kadıköy,Daire,30,1,150,3+1,5495000
Kadıköy,Daire,30,2,145,4+1,10285000
Kadıköy,Daire,20,6,175,3+1,7450000
Kadıköy,Daire,3,3,125,2+1,6000000
Kadıköy,Daire,31,13,190,3+1,9750000
Kadıköy,Daire,26,3,170,4+1,8750000
Kadıköy,Daire,Sıfır Bina,6,110,3+1,6750000
Kadıköy,Daire,30,4,135,3+1,7250000
Kadıköy,Daire,11,6,190,4+1,12800000
Kadıköy,Daire,16,12,225,5+1,20000000
Kadıköy,Daire,40,1,100,3+1,5950000
Kadıköy,Daire,3,9,220,4+1,16950000
Kadıköy,Daire,3,4,125,3+1,6250000
Kadıköy,Daire,4,3,105,3+1,5100000
Kadıköy,Daire,Sıfır Bina,5,130,3+1,8250000
Kadıköy,Daire,32,12,240,3+2,12950000
Kadıköy,Daire,26,9,150,3+1,7295000
Kadıköy,Daire,21,11,180,4+1,15950000
Kadıköy,Daire,3,10,315,4+2,23000000
Kadıköy,Daire,35,8,130,3+1,5450000
Kadıköy,Daire,3,7,70,1+1,3850000
Kadıköy,Daire,4,6,140,3+1,13500000
Kadıköy,Daire,Sıfır Bina,3,125,3+1,9250000
Kadıköy,Daire,31,4,120,3+1,4500000
Kadıköy,Daire,Sıfır Bina,12,103,2+1,9200000
Kadıköy,Daire,10,5,145,3+1,9400000
Kadıköy,Daire,1,1,105,2+1,6495000
Kadıköy,Daire,7,2,140,3+1,14000000
Kadıköy,Daire,13,1,125,3+1,7500000
Kadıköy,Daire,5,3,258,4+2,38500000
Kadıköy,Daire,16,1,110,2+1,6350000
Kadıköy,Daire,35,3,125,3+1,4250000
Kadıköy,Daire,5,9,280,5+1,9850000
Kadıköy,Daire,35,3,140,3+1,4850000
Kadıköy,Daire,14,7,100,2+1,5250000
Kadıköy,Daire,Sıfır Bina,5,135,3+1,6350000
Kadıköy,Daire,Sıfır Bina,12,390,6+1,25500000
Kadıköy,Daire,1,3,150,3+1,14500000
Kadıköy,Daire,23,1,220,4+1,11750000
Kadıköy,Daire,21,9,140,3+1,6750000
Kadıköy,Daire,Sıfır Bina,12,330,5+2,25000000
Kadıköy,Daire,Sıfır Bina,14,210,3+2,19750000
Kadıköy,Daire,28,11,260,3+2,12950000
Kadıköy,Daire,25,13,200,4+1,13950000
Kadıköy,Daire,4,7,138,3+1,11500000
Kadıköy,Daire,40,2,135,3+1,4000000
Kadıköy,Daire,16,9,95,2+1,4500000
Kadıköy,Daire,31,3,120,3+1,4500000
Kadıköy,Daire,4,7,125,3+1,7650000
Kadıköy,Daire,4,1,145,3+1,11850000
Kadıköy,Daire,26,1,85,2+1,6350000
Kadıköy,Daire,10,10,180,3+1,12000000
Kadıköy,Daire,4,2,90,2+1,6850000
Kadıköy,Daire,2,6,130,3+1,7695000
Kadıköy,Daire,40,2,125,3+1,5750000
Kadıköy,Daire,4,1,120,3+1,9375000
Kadıköy,Daire,5,7,130,3+1,11500000
Kadıköy,Daire,13,6,190,4+1,12800000
Kadıköy,Daire,Sıfır Bina,5,140,3+1,10500000
Kadıköy,Daire,13,2,100,2+1,5500000
Kadıköy,Daire,30,1,170,4+1,9250000
Kadıköy,Daire,32,7,120,3+1,4650000
Kadıköy,Daire,21,8,180,4+1,7475000
Kadıköy,Daire,24,1,110,2+1,6350000
Kadıköy,Daire,3,1,110,3+1,9375000
Kadıköy,Daire,30,11,240,4+1,13950000
Kadıköy,Daire,Sıfır Bina,7,120,3+1,10650000
Kadıköy,Daire,4,1,130,3+1,9375000
Kadıköy,Daire,5,9,260,4+2,17950000
Kadıköy,Daire,Sıfır Bina,5,103,2+1,7675000
Kadıköy,Daire,21,2,135,3+1,3950000
Kadıköy,Daire,4,1,90,2+1,5750000
Kadıköy,Daire,1,8,190,5+1,11000000
Kadıköy,Daire,1,12,105,2+1,7675000
Kadıköy,Daire,31,1,120,3+1,5650000
Kadıköy,Daire,35,4,210,4+1,10950000
Kadıköy,Daire,Sıfır Bina,3,190,4+1,22000000
Kadıköy,Daire,26,1,150,3+1,5495000
Kadıköy,Daire,Sıfır Bina,9,320,5+1,43000000
Kadıköy,Daire,29,10,185,3+1,13500000
Kadıköy,Daire,Sıfır Bina,13,220,4+2,18800000
Kadıköy,Daire,28,1,235,4+1,16950000
Kadıköy,Daire,25,6,200,5+1,8500000
Kadıköy,Daire,21,5,230,4+1,20950000
Kadıköy,Daire,35,1,100,2+1,3995000
Kadıköy,Daire,Sıfır Bina,8,110,3+1,5995000
Kadıköy,Daire,8,1,130,3+1,7950000
Kadıköy,Daire,Sıfır Bina,5,125,3+1,6650000
Kadıköy,Daire,11,7,90,2+1,5850000
Kadıköy,Daire,4,12,300,4+2,21500000
Kadıköy,Daire,26,1,260,4+1,16950000
Kadıköy,Daire,Sıfır Bina,12,290,4+2,22500000
Kadıköy,Daire,17,5,240,4+1,19800000
Kadıköy,Daire,Sıfır Bina,3,133,3+1,8900000
Kadıköy,Daire,35,1,90,2+1,5750000
Kadıköy,Daire,28,13,200,4+1,13950000
Kadıköy,Daire,40,3,165,3+1,6550000
Kadıköy,Daire,4,7,145,3+1,11500000
Kadıköy,Daire,13,3,110,2+1,5275000
Kadıköy,Daire,4,8,150,3+1,23500000
Kadıköy,Daire,7,9,275,7+1,13750000
Kadıköy,Daire,4,2,130,3+1,8495000
Kadıköy,Daire,13,5,165,3+1,7950000
Kadıköy,Daire,22,3,195,4+1,9300000
Kadıköy,Daire,30,3,75,2+1,6500000
Kadıköy,Daire,Sıfır Bina,5,130,3+1,7500000
Kadıköy,Daire,Sıfır Bina,15,320,4+1,21950000
Kadıköy,Daire,31,9,150,3+1,7295000
Kadıköy,Daire,35,1,150,3+1,5950000
Kadıköy,Daire,3,4,125,3+1,7450000
Kadıköy,Daire,26,1,170,4+1,5750000
Kadıköy,Daire,4,7,145,3+1,12750000
Kadıköy,Daire,Sıfır Bina,4,90,2+1,11000000
Kadıköy,Daire,5,12,135,3+1,7000000
Kadıköy,Daire,27,1,185,4+1,9950000
Kadıköy,Daire,10,2,175,4+1,12200000
Kadıköy,Daire,4,8,145,3+1,8250000
Kadıköy,Daire,28,1,235,4+1,16950000
Kadıköy,Daire,30,7,140,3+1,6250000
Kadıköy,Daire,Sıfır Bina,7,110,3+1,10150000
Kadıköy,Daire,5,7,80,2+1,5750000
Kadıköy,Daire,4,9,200,4+1,16950000
Kadıköy,Daire,30,11,240,3+2,12950000
Kadıköy,Daire,5,8,360,6+2,18000000
Kadıköy,Daire,4,9,220,4+1,16950000
Kadıköy,Daire,28,7,140,3+1,4650000
Kadıköy,Daire,31,8,260,4+1,16000000
Kadıköy,Daire,Sıfır Bina,7,125,3+1,8750000
Kadıköy,Daire,2,3,330,4+1,45000000
Kadıköy,Daire,35,3,150,3+1,6500000
Kadıköy,Daire,Sıfır Bina,7,55,1+1,2900000
Kadıköy,Daire,4,2,200,4+1,16500000
Kadıköy,Daire,7,9,111,3+1,7850000
Kadıköy,Daire,7,3,95,2+1,5450000
Kadıköy,Daire,3,5,180,4+1,16750000
Kadıköy,Daire,30,3,260,4+1,28000000
Kadıköy,Daire,3,4,155,3+1,13950000
Kadıköy,Daire,28,1,165,4+1,9950000
Kadıköy,Daire,4,1,130,3+1,7750000
Kadıköy,Daire,34,7,70,2+1,2295000
Kadıköy,Daire,27,8,240,4+1,14500000
Kadıköy,Daire,Sıfır Bina,15,550,6+2,65000000
Kadıköy,Daire,2,1,135,3+1,11950000
Kadıköy,Daire,4,11,145,3+1,7850000
Kadıköy,Daire,21,7,135,3+1,7800000
Kadıköy,Daire,32,7,150,3+1,8250000
Kadıköy,Daire,6,7,300,7+1,13500000
Kadıköy,Daire,Sıfır Bina,5,115,3+1,6750000
Kadıköy,Daire,26,5,125,2+1,4900000
Kadıköy,Daire,1,10,190,5+1,11000001
Kadıköy,Daire,5,9,125,3+1,10000000
Kadıköy,Daire,Sıfır Bina,1,80,2+1,6000000
Kadıköy,Daire,26,2,185,4+1,14750000
Kadıköy,Daire,3,2,140,3+1,7650000
Kadıköy,Daire,31,7,220,5+1,9000000
Kadıköy,Daire,4,5,185,4+1,16950000
Kadıköy,Daire,35,4,210,4+1,10950000
Kadıköy,Daire,4,5,103,2+1,6100000
Kadıköy,Daire,30,4,195,4+1,8750000
Kadıköy,Daire,Sıfır Bina,10,310,5+2,25500000
Kadıköy,Daire,32,2,135,3+1,4000000
Kadıköy,Daire,28,9,150,3+1,7295000
Kadıköy,Daire,25,6,140,3+1,7850000
Kadıköy,Daire,Sıfır Bina,12,205,4+2,18000000
Kadıköy,Daire,5,2,75,2+1,3000000
Kadıköy,Daire,Sıfır Bina,7,85,2+1,7500000
Kadıköy,Daire,17,3,185,4+1,15750000
Kadıköy,Daire,Sıfır Bina,11,390,5+1,24500000
Kadıköy,Daire,24,7,135,3+1,7800000
Kadıköy,Daire,Sıfır Bina,7,125,3+1,7500000
Kadıköy,Daire,28,2,150,3+1,7595000
Kadıköy,Daire,Sıfır Bina,6,100,2+1,6250000
Kadıköy,Daire,22,1,137,3+1,5650000
Kadıköy,Daire,11,7,185,4+1,11900000
Kadıköy,Daire,26,3,125,3+1,3150000
Kadıköy,Daire,5,5,145,3+1,10600000
Kadıköy,Daire,35,1,105,2+1,3995000
Kadıköy,Daire,32,7,90,2+1,2925000
Kadıköy,Daire,Sıfır Bina,4,130,3+1,6350000
Kadıköy,Daire,30,8,160,3+1,5500000
Kadıköy,Daire,4,9,250,6+1,13850000
Kadıköy,Daire,Sıfır Bina,7,130,3+1,9950000
Kadıköy,Daire,40,1,150,3+1,5950000
Kadıköy,Daire,3,12,145,3+1,8250000
Kadıköy,Daire,Sıfır Bina,2,150,3+1,16000000
Kadıköy,Daire,16,9,125,3+1,6680000
Kadıköy,Daire,26,7,250,4+1,17500000
Kadıköy,Daire,28,8,140,3+1,6435000
Kadıköy,Daire,35,4,210,4+1,10950000
Kadıköy,Daire,28,1,175,4+1,9950000
Kadıköy,Daire,3,1,120,3+1,7300000
Kadıköy,Daire,4,9,265,4+2,17950000
Kadıköy,Daire,30,1,155,3+1,6600000
Kadıköy,Daire,28,9,165,4+1,7650000
Kadıköy,Daire,31,4,150,4+1,3500000
Kadıköy,Daire,4,13,145,3+1,6650000
Kadıköy,Daire,Sıfır Bina,7,145,3+1,9750000
Kadıköy,Daire,4,2,130,3+1,8495000
Kadıköy,Daire,11,4,250,4+1,17650000
Kadıköy,Daire,Sıfır Bina,1,250,4+1,20000000
Kadıköy,Daire,40,1,135,3+1,6497500
Kadıköy,Daire,Sıfır Bina,7,145,3+1,10000000
Kadıköy,Daire,3,3,150,3+1,11950000
Kadıköy,Daire,Sıfır Bina,2,127,2+1,10550000
Kadıköy,Daire,Sıfır Bina,13,230,4+1,39000000
Kadıköy,Daire,23,6,180,4+1,8250000
Kadıköy,Daire,26,1,170,4+1,9250000
Kadıköy,Daire,10,2,175,4+1,12200000
Kadıköy,Daire,5,9,270,4+2,17950000
Kadıköy,Daire,4,8,155,3+1,13950000
Kadıköy,Daire,5,10,280,5+2,11500000
Kadıköy,Daire,11,7,185,4+1,11900000
Kadıköy,Daire,26,3,120,2+1,7250000
Kadıköy,Daire,2,15,106,2+1,5000000
Kadıköy,Daire,Sıfır Bina,7,130,3+1,10150000
Kadıköy,Daire,4,1,235,4+1,23950000
Kadıköy,Daire,27,16,220,4+1,16950000
Kadıköy,Daire,26,5,105,3+1,4500000
Kadıköy,Daire,5,7,90,2+1,5750000
Kadıköy,Daire,Sıfır Bina,7,125,3+1,9650000
Kadıköy,Daire,33,1,135,3+1,5000000
Kadıköy,Daire,30,4,210,4+1,10950000
Kadıköy,Daire,26,1,100,3+1,3950000
Kadıköy,Daire,35,13,130,3+1,4225000
Kadıköy,Daire,40,1,160,4+1,19000000
Kadıköy,Daire,31,1,125,3+1,3850000
Kadıköy,Daire,35,3,130,3+1,3700000
Kadıköy,Daire,40,1,110,2+1,6500000
Kadıköy,Daire,4,4,140,3+1,6350000
Kadıköy,Daire,17,4,160,3+1,7950000
Kadıköy,Daire,35,3,140,4+1,17500000
Kadıköy,Daire,7,8,111,3+1,7650000
Kadıköy,Daire,Sıfır Bina,7,135,3+1,10650000
Kadıköy,Daire,4,2,100,2+1,6900000
Kadıköy,Daire,Sıfır Bina,13,180,3+2,29450000
Kadıköy,Daire,25,11,195,4+1,15950000
Kadıköy,Daire,35,1,100,2+1,3995000
Kadıköy,Daire,6,7,100,2+1,5100000
Kadıköy,Daire,Sıfır Bina,13,100,2+1,9550000
Kadıköy,Daire,4,3,69,1+1,9750000
Kadıköy,Daire,30,2,125,3+1,5950000
Kadıköy,Daire,7,7,125,3+1,7250000
Kadıköy,Daire,22,8,200,4+1,7475000
Kadıköy,Daire,30,1,150,3+1,5495000
Kadıköy,Daire,26,11,200,4+1,16950000
Kadıköy,Daire,4,18,233,4+2,19800000
Kadıköy,Daire,Sıfır Bina,2,250,5+1,18950000
Kadıköy,Daire,Sıfır Bina,7,135,3+1,9950000
Kadıköy,Daire,5,6,110,3+1,4800000
Kadıköy,Daire,26,5,185,4+1,8595000
Kadıköy,Daire,Sıfır Bina,11,160,3+1,15500000
Kadıköy,Daire,25,11,195,4+1,15950000
Kadıköy,Daire,4,6,165,3+1,11750000
Kadıköy,Daire,30,2,150,3+1,7595000
Kadıköy,Daire,8,5,85,2+1,6825000
Kadıköy,Daire,55,2,145,3+1,6000000
Kadıköy,Daire,7,3,140,3+1,4200000
Kadıköy,Daire,35,1,70,2+1,2550000
Kadıköy,Daire,30,2,150,3+1,5495000
Kadıköy,Daire,Sıfır Bina,8,85,2+1,5500000
Kadıköy,Daire,Sıfır Bina,15,410,5+2,58000000
Kadıköy,Daire,21,8,220,4+1,9450000
Kadıköy,Daire,20,5,240,4+1,19800000
Kadıköy,Daire,7,8,270,5+2,23950000
Kadıköy,Daire,26,4,150,3+1,7950000
Kadıköy,Daire,10,15,335,5+2,19800000
Kadıköy,Daire,15,7,180,4+1,11900000
Kadıköy,Daire,5,3,200,4+1,11200000
Kadıköy,Daire,13,7,185,4+1,11900000
Kadıköy,Daire,35,3,65,2+1,2650000
Kadıköy,Daire,3,5,180,4+1,16950000
Kadıköy,Daire,4,5,140,3+1,7950000
Kadıköy,Daire,26,9,160,4+1,7650000
Kadıköy,Daire,Sıfır Bina,9,120,3+1,8900000
Kadıköy,Daire,11,9,325,5+1,20950000
Kadıköy,Daire,32,1,150,3+1,5950000
Kadıköy,Daire,32,7,210,4+1,17500000
Kadıköy,Daire,40,1,100,3+1,5950000
Kadıköy,Daire,12,15,330,5+2,19800000
Kadıköy,Daire,4,6,140,3+1,9500000
Kadıköy,Daire,15,12,155,3+1,9500000
Kadıköy,Daire,1,18,95,2+1,5000000
Kadıköy,Daire,5,3,155,3+1,8500000
Kadıköy,Daire,4,8,145,3+1,8700000
Kadıköy,Daire,23,17,135,3+1,6250000
Kadıköy,Daire,40,5,300,4+1,19000000
Kadıköy,Daire,4,9,290,4+2,19950000
Kadıköy,Daire,23,18,250,4+1,20950000
Kadıköy,Daire,28,7,140,3+1,4650000
Kadıköy,Daire,3,2,130,3+1,7650000
Kadıköy,Daire,15,7,180,4+1,11900000
Kadıköy,Daire,3,2,90,2+1,5500000
Kadıköy,Daire,25,2,160,3+1,7595000
Kadıköy,Daire,4,4,155,3+1,14500000
Kadıköy,Daire,5,10,240,3+2,17500000
Kadıköy,Daire,31,4,210,4+1,10950000
Kadıköy,Daire,8,12,185,4+1,15250000
Kadıköy,Daire,30,2,120,2+1,3995000
Kadıköy,Daire,21,1,220,4+1,11750000
Kadıköy,Daire,21,5,185,4+1,8595000
Kadıköy,Daire,4,1,130,3+3,9500000
Kadıköy,Daire,Sıfır Bina,6,120,3+1,7300000
Kadıköy,Daire,24,1,100,2+1,6350000
Kadıköy,Daire,1,14,250,3+2,19000000
Kadıköy,Daire,3,5,200,4+1,15950000
Kadıköy,Daire,26,13,150,3+1,4980000
Kadıköy,Daire,4,8,133,3+1,5275000
Kadıköy,Daire,7,3,105,2+1,8750000
Kadıköy,Daire,26,7,150,3+1,7295000
Kadıköy,Daire,8,1,125,3+1,6800000
Kadıköy,Daire,11,2,70,1+1,5500000
Kadıköy,Daire,4,9,220,4+1,16950000
Kadıköy,Daire,35,1,140,3+1,3850000
Kadıköy,Daire,27,6,135,3+1,7595000
Kadıköy,Daire,31,1,150,3+1,7150000
Kadıköy,Daire,30,9,145,3+1,7295000
Kadıköy,Daire,4,6,120,3+1,7295000
Kadıköy,Daire,35,1,80,2+1,3850000
Kadıköy,Daire,Sıfır Bina,11,135,4+2,7000000
Kadıköy,Daire,4,2,125,3+1,8495000
Kadıköy,Daire,5,6,120,3+1,7700000
Kadıköy,Daire,Sıfır Bina,3,120,3+1,6850000
Kadıköy,Daire,15,9,100,2+1,4500000
Kadıköy,Daire,33,3,265,4+1,27000000
Kadıköy,Daire,Sıfır Bina,11,390,5+2,25500000
Kadıköy,Daire,40,3,170,3+1,21000000
Kadıköy,Daire,Sıfır Bina,6,80,2+1,7450000
Kadıköy,Daire,4,13,216,4+2,14500000
Kadıköy,Daire,11,7,185,4+1,11900000
Kadıköy,Daire,2,5,185,4+1,16950000
Kadıköy,Daire,30,5,180,3+1,7000000
Kadıköy,Daire,Sıfır Bina,3,140,3+1,7400000
Kadıköy,Daire,26,5,185,4+1,8595000
Kadıköy,Daire,24,9,140,3+1,6680000
Kadıköy,Daire,28,9,165,3+1,9200000
Kadıköy,Daire,30,10,150,3+1,5985000
Kadıköy,Daire,26,4,155,3+1,7950000
Kadıköy,Daire,Sıfır Bina,11,200,4+1,18000000
Kadıköy,Daire,11,6,320,5+2,29500000
Kadıköy,Daire,5,9,220,4+1,16950000
Kadıköy,Daire,30,1,150,3+1,5495000
Kadıköy,Daire,4,8,180,4+1,15000000
Kadıköy,Daire,31,8,160,3+1,5500000
Kadıköy,Daire,Sıfır Bina,7,115,3+1,9950000
Kadıköy,Daire,27,1,130,3+1,4700000
Kadıköy,Daire,Sıfır Bina,6,130,3+1,7300000
Kadıköy,Daire,5,1,105,2+1,5950000
Kadıköy,Daire,31,3,130,3+1,4500000
Kadıköy,Daire,Sıfır Bina,7,125,3+1,10650000
Kadıköy,Daire,32,5,125,3+1,4250000
Kadıköy,Daire,26,4,150,3+1,8000000
Kadıköy,Daire,2,2,155,3+1,13600000
Kadıköy,Daire,35,8,120,2+1,5500000
Kadıköy,Daire,Sıfır Bina,10,180,4+1,16500000
Kadıköy,Daire,8,4,120,2+1,7250000
Kadıköy,Daire,8,7,90,2+1,5200000
Kadıköy,Daire,6,9,195,4+1,16950000
Kadıköy,Daire,Sıfır Bina,8,170,3+1,14750000
Kadıköy,Daire,30,2,140,3+1,3950000
Kadıköy,Daire,30,3,155,3+1,6950000
Kadıköy,Daire,4,2,95,2+1,6850000
Kadıköy,Daire,30,1,150,3+1,5495000
Kadıköy,Daire,1,3,125,3+1,12250000
Kadıköy,Daire,4,9,143,3+1,10000000
Kadıköy,Daire,Sıfır Bina,4,220,5+2,29000000
Kadıköy,Daire,2,6,95,3+1,5750000
Kadıköy,Daire,4,4,95,2+1,4950000
Kadıköy,Daire,28,7,180,4+1,10500000
Kadıköy,Daire,1,11,210,4+1,20500000
Kadıköy,Daire,3,6,150,3+1,10950000
Kadıköy,Daire,5,3,140,3+1,15550000
Kadıköy,Daire,27,6,135,3+1,7595000
Kadıköy,Daire,5,2,165,4+1,8750000
Kadıköy,Daire,3,7,135,3+1,7850000
Kadıköy,Daire,18,5,240,4+1,24000000
Kadıköy,Daire,40,5,130,2+1,4500000
Kadıköy,Daire,Sıfır Bina,1,145,3+1,7250000
Kadıköy,Daire,4,7,125,3+1,7650000
Kadıköy,Daire,5,9,195,4+1,16950000
Kadıköy,Daire,3,6,58,2+1,4490000
Kadıköy,Daire,26,4,160,3+1,10850000
Kadıköy,Daire,35,4,110,3+1,4980000
Kadıköy,Daire,35,1,150,3+1,5950000
Kadıköy,Daire,26,3,200,4+1,8175000
Kadıköy,Daire,21,9,145,3+1,6900000
Kadıköy,Daire,2,5,180,4+1,16950000
Kadıköy,Daire,30,13,125,3+1,4225000
Kadıköy,Daire,26,4,170,4+1,8750000
Kadıköy,Daire,5,8,250,4+1,14750000
Kadıköy,Daire,1,12,180,4+1,9850000
Kadıköy,Daire,Sıfır Bina,9,110,2+1,7450000
Kadıköy,Daire,3,5,85,2+1,6850000
Kadıköy,Daire,Sıfır Bina,3,95,2+1,5450000
Kadıköy,Daire,10,15,360,5+2,19800000
Kadıköy,Daire,40,3,125,3+1,4250000
Kadıköy,Daire,Sıfır Bina,6,75,2+1,5900000
Kadıköy,Daire,4,7,135,3+1,7850000
Kadıköy,Daire,28,1,175,4+1,10250000
Kadıköy,Daire,4,7,125,3+1,7150000
Kadıköy,Daire,7,5,145,3+1,10500000
Kadıköy,Daire,50,3,125,2+1,5850000
Kadıköy,Daire,1,8,145,3+1,13250000
Kadıköy,Daire,35,4,140,3+1,7250000
Kadıköy,Daire,35,4,210,4+1,10950000
Kadıköy,Daire,Sıfır Bina,3,65,1+1,1950000
Kadıköy,Daire,5,14,95,2+1,5300000
Kadıköy,Daire,Sıfır Bina,6,130,3+1,7300000
Kadıköy,Daire,3,1,55,1+1,4950000
Kadıköy,Daire,48,2,125,3+1,5750000
Kadıköy,Daire,30,3,135,3+1,4650000
Kadıköy,Daire,15,9,93,2+1,4500000
Kadıköy,Daire,33,13,135,3+1,4225000
Kadıköy,Daire,Sıfır Bina,3,105,3+1,7000000
Kadıköy,Daire,5,1,65,1+1,4950000
Kadıköy,Daire,21,8,180,4+1,7475000
Kadıköy,Daire,7,5,130,3+1,13950000
Kadıköy,Daire,31,1,170,4+1,10250000
Kadıköy,Daire,4,10,120,3+1,10500000
Kadıköy,Daire,Sıfır Bina,6,90,2+1,5450000
Kadıköy,Daire,44,4,90,2+1,2700000
Kadıköy,Daire,Sıfır Bina,8,145,4+1,4750000
Kadıköy,Daire,2,6,130,3+1,7695000
Kadıköy,Daire,5,8,150,3+1,11000000
Kadıköy,Daire,21,3,150,3+1,7950000
Kadıköy,Daire,Sıfır Bina,9,60,1+1,4250000
Kadıköy,Daire,Sıfır Bina,3,118,3+1,16000000
Kadıköy,Daire,2,4,135,3+1,12800000
Kadıköy,Daire,4,2,85,2+1,3150000
Kadıköy,Daire,25,7,135,3+1,7900000
Kadıköy,Daire,4,7,125,3+1,7650000
Kadıköy,Daire,4,3,190,4+1,16500000
Kadıköy,Daire,30,5,165,3+1,6000000
Kadıköy,Daire,31,11,130,3+1,4225000
Kadıköy,Daire,Sıfır Bina,10,580,6+2,83000000
Kadıköy,Daire,45,3,125,2+1,4875000
Kadıköy,Daire,4,8,90,2+1,5100000
Kadıköy,Daire,30,1,150,3+1,5495000
Kadıköy,Daire,24,13,200,4+1,13950000
Kadıköy,Daire,26,9,160,4+1,7650000
Kadıköy,Daire,3,2,125,3+1,9500000
Kadıköy,Daire,26,1,150,3+1,5495000
Kadıköy,Daire,Sıfır Bina,7,104,3+1,7750000
Kadıköy,Daire,Sıfır Bina,6,100,2+1,5750000
Kadıköy,Daire,4,9,125,3+1,6900000
Kadıköy,Daire,3,1,130,3+1,7950000
Kadıköy,Daire,26,10,295,5+1,19750000
Kadıköy,Daire,13,14,335,5+2,19800000
Kadıköy,Daire,30,1,140,3+1,5195000
Kadıköy,Daire,30,4,170,3+1,6450000
Kadıköy,Daire,15,7,171,4+1,11900000
Kadıköy,Daire,10,2,190,4+1,12200000
Kadıköy,Daire,17,4,155,3+1,7950000
Kadıköy,Daire,5,10,220,3+2,12950000
Kadıköy,Daire,Sıfır Bina,10,150,3+1,26500000
Kadıköy,Daire,2,4,135,3+1,12800000
Kadıköy,Daire,40,2,140,3+1,8250000
Kadıköy,Daire,6,4,90,2+1,5450000
Kadıköy,Daire,35,10,155,3+1,10450000
Kadıköy,Daire,25,1,238,4+1,12250000
Kadıköy,Daire,35,1,100,2+1,4500000
Kadıköy,Daire,29,10,180,4+1,14750000
Kadıköy,Daire,4,2,165,4+1,18750000
Kadıköy,Daire,12,11,125,2+1,13950000
Kadıköy,Daire,4,8,160,2+2,7800000
Kadıköy,Daire,12,5,61,1+1,3675000
Kadıköy,Daire,11,4,140,3+1,12500000
Kadıköy,Daire,Sıfır Bina,5,130,3+1,6200000
Kadıköy,Daire,30,1,140,3+1,4800000
Kadıköy,Daire,40,4,135,3+1,5200000
Kadıköy,Daire,4,9,290,4+2,17950000
Kadıköy,Daire,3,4,128,3+1,6250000
Kadıköy,Daire,21,4,126,3+1,8000000
Kadıköy,Daire,3,7,90,2+1,5750000
Kadıköy,Daire,3,7,70,2+1,3900000
Kadıköy,Daire,Sıfır Bina,11,205,4+2,21000000
Kadıköy,Daire,37,2,100,2+1,3995000
Kadıköy,Daire,Sıfır Bina,3,118,3+1,16000000
Kadıköy,Daire,Sıfır Bina,6,150,3+1,15950000
Kadıköy,Daire,3,1,110,2+1,9750000
Kadıköy,Daire,28,4,170,4+1,8750000
Kadıköy,Daire,26,9,138,3+1,4150000
